Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Shipping Profile Id,Product Sales Channel 1,Product Collection Id,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price EUR,Variant Price USD,Variant Option 1 Name,Variant Option 1 Value,Product Image 1 Url,Product Image 2 Url
,unisex-nk-elmntl-prm-bkpk-backpack-b0bzzkhqdf,Unisex NK ELMNTL PRM BKPK BACKPACK,Nike,Unisex NK ELMNTL PRM BKPK BACKPACK by Nike. Category: Outlet. Rated 5.0 stars. Shop: https://www.amazon.ae/dp/B0BZZKHQDF,published,https://m.media-amazon.com/images/I/51+i3Ms3pyL._AC_UL320_.jpg,500,,,,,,,Nike,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMV4TVBZMVN66BK59X72,ptag_01KCC4HEZEPR0EFNQW1495TTRH,TRUE,B0BZZKHQDF,,Unisex NK ELMNTL PRM BKPK BACKPACK,B0BZZKHQDF,B0BZZKHQDF,FALSE,TRUE,500,,,,,,,Nike,140.76,153.00,Variant,Default,https://m.media-amazon.com/images/I/51+i3Ms3pyL._AC_UL320_.jpg,
,laptop-travel-backpack-for-women-men-water-resistant-anti-theft-college-backpacks-fits-15-6-17-3-laptop-notebook-b07l8srwpd,"Laptop Travel Backpack for Women Men,Water Resistant Anti-Theft College Backpacks Fits 15.6-17.3 Laptop/Notebook",Tzowla,"Laptop Travel Backpack for Women Men,Water Resistant Anti-Theft College Backpacks Fits 15.6-17.3 Laptop/Notebook by Tzowla. Category: Outlet. Rated 4.3 stars. Shop: https://www.amazon.ae/dp/B07L8SRWPD",published,https://m.media-amazon.com/images/I/71gxcO1ikaL._AC_UL320_.jpg,500,,,,,,,Tzowla,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMV4TVBZMVN66BK59X72,ptag_01KCC4HGY9HGWARZZGCE6GTTXX,TRUE,B07L8SRWPD,,"Laptop Travel Backpack for Women Men,Water Resistant Anti-Theft College Backpacks Fits 15.6-17.3 Laptop/Notebook",B07L8SRWPD,B07L8SRWPD,FALSE,TRUE,500,,,,,,,Tzowla,76.35,82.99,Variant,Default,https://m.media-amazon.com/images/I/71gxcO1ikaL._AC_UL320_.jpg,
,vans-shoe-care-travel-kit-global-unisex-shoe-cleaning-tools-white-os-b07qkkw1fj,VANS SHOE CARE TRAVEL KIT - GLOBAL UNISEX SHOE CLEANING TOOLS WHITE OS,Vans,VANS SHOE CARE TRAVEL KIT - GLOBAL UNISEX SHOE CLEANING TOOLS WHITE OS by Vans. Category: Outlet. Rated 4.4 stars. Shop: https://www.amazon.ae/dp/B07QKKW1FJ,published,https://m.media-amazon.com/images/I/71RcogPLqzL._AC_UL320_.jpg,500,,,,,,,Vans,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMV4TVBZMVN66BK59X72,ptag_01KCC4HNDDRNG3Z14EHPHEBSP5,TRUE,B07QKKW1FJ,,VANS SHOE CARE TRAVEL KIT - GLOBAL UNISEX SHOE CLEANING TOOLS WHITE OS,B07QKKW1FJ,B07QKKW1FJ,FALSE,TRUE,500,,,,,,,Vans,48.76,53.00,Variant,Default,https://m.media-amazon.com/images/I/71RcogPLqzL._AC_UL320_.jpg,
,designer-bee-purse-fashion-crossbody-bags-with-pearl-for-women-pu-leather-shoulder-clutch-handbags-b07rnkbxz7,Designer Bee Purse Fashion Crossbody Bags with Pearl for Women Pu Leather Shoulder Clutch Handbags,Beatfull,Designer Bee Purse Fashion Crossbody Bags with Pearl for Women Pu Leather Shoulder Clutch Handbags by Beatfull. Category: Outlet. Rated 4.6 stars. Shop: https://www.amazon.ae/dp/B07RNKBXZ7,published,https://m.media-amazon.com/images/I/71w5yavaAGL._AC_UL320_.jpg,500,,,,,,,Beatfull,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMV4TVBZMVN66BK59X72,ptag_01KCC4HNFH66TBBAQ5N3CPGJRG,TRUE,B07RNKBXZ7,,Designer Bee Purse Fashion Crossbody Bags with Pearl for Women Pu Leather Shoulder Clutch Handbags,B07RNKBXZ7,B07RNKBXZ7,FALSE,TRUE,500,,,,,,,Beatfull,46.00,50.00,Variant,Default,https://m.media-amazon.com/images/I/71w5yavaAGL._AC_UL320_.jpg,
,womens-xx2021071201-luggage-carry-on-luggage-b0994s947r,womens Xx2021071201 Luggage- Carry-On Luggage,GGOOB,womens Xx2021071201 Luggage- Carry-On Luggage by GGOOB. Category: Outlet. Rated 3.9 stars. Shop: https://www.amazon.ae/dp/B0994S947R,published,https://m.media-amazon.com/images/I/51JTm9xmKDL._AC_UL320_.jpg,500,,,,,,,GGOOB,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMV4TVBZMVN66BK59X72,ptag_01KCC4HNHH3JQMTZXW8XC4QZJH,TRUE,B0994S947R,,womens Xx2021071201 Luggage- Carry-On Luggage,B0994S947R,B0994S947R,FALSE,TRUE,500,,,,,,,GGOOB,42.14,45.80,Variant,Default,https://m.media-amazon.com/images/I/51JTm9xmKDL._AC_UL320_.jpg,
,trendy-genuine-steel-hoop-earrings-for-men-black-ycfjer-074simp-bk-b07ctnmvp2,Trendy Genuine Steel Hoop Earrings for Men (Black)(YCFJER-074SIMP-BK),YELLOW CHIMES,Trendy Genuine Steel Hoop Earrings for Men (Black)(YCFJER-074SIMP-BK) by YELLOW CHIMES. Category: Outlet. Rated 3.9 stars. Shop: https://www.amazon.ae/dp/B07CTNMVP,published,https://m.media-amazon.com/images/I/61iCZC0zsUL._AC_UL320_.jpg,500,,,,,,,YELLOW CHIMES,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMV4TVBZMVN66BK59X72,ptag_01KCC4HNKCXWZR4RB45QGZNTE0,TRUE,B07CTNMVP2,,Trendy Genuine Steel Hoop Earrings for Men (Black)(YCFJER-074SIMP-BK),B07CTNMVP2,B07CTNMVP2,FALSE,TRUE,500,,,,,,,YELLOW CHIMES,19.36,21.04,Variant,Default,https://m.media-amazon.com/images/I/61iCZC0zsUL._AC_UL320_.jpg,
,skip-hop-sparks-kid-s-backpack-kindergarten-ages-3-4-rocket-b09x9hpt43,"Skip Hop Sparks Kid's Backpack, Kindergarten Ages 3-4, Rocket",Skip Hop,"Skip Hop Sparks Kid's Backpack, Kindergarten Ages 3-4, Rocket by Skip Hop. Category: Outlet. Rated 4.8 stars. Shop: https://www.amazon.ae/dp/B09X9HPT43",published,https://m.media-amazon.com/images/I/715Md-Z9Y9L._AC_UL320_.jpg,500,,,,,,,Skip Hop,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMV4TVBZMVN66BK59X72,ptag_01KCC4HNN9FQNPJVFH31210ZYC,TRUE,B09X9HPT43,,"Skip Hop Sparks Kid's Backpack, Kindergarten Ages 3-4, Rocket",B09X9HPT43,B09X9HPT43,FALSE,TRUE,500,,,,,,,Skip Hop,98.72,107.30,Variant,Default,https://m.media-amazon.com/images/I/715Md-Z9Y9L._AC_UL320_.jpg,
,contemporary-stud-earrings-for-women-golden-zpfk9516-b08f4zq57t,Contemporary Stud Earrings For Women (Golden) (Zpfk9516),ZAVERI PEARLS,Contemporary Stud Earrings For Women (Golden) (Zpfk9516) by ZAVERI PEARLS. Category: Outlet. Rated 3.3 stars. Shop: https://www.amazon.ae/dp/B08F4ZQ57T,published,https://m.media-amazon.com/images/I/61+Qt7l6fJL._AC_UL320_.jpg,500,,,,,,,ZAVERI PEARLS,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMV4TVBZMVN66BK59X72,ptag_01KCC4HNQ4N9P6VDW3KAQVV3DD,TRUE,B08F4ZQ57T,,Contemporary Stud Earrings For Women (Golden) (Zpfk9516),B08F4ZQ57T,B08F4ZQ57T,FALSE,TRUE,500,,,,,,,ZAVERI PEARLS,16.71,18.16,Variant,Default,https://m.media-amazon.com/images/I/61+Qt7l6fJL._AC_UL320_.jpg,
,unisex-hustle-4-0-water-resistant-backpack-waterproof-laptop-backpack-b07z7c6ttz,"Unisex Hustle 4.0 Water Resistant Backpack, Waterproof Laptop Backpack",Under Armour,"Unisex Hustle 4.0 Water Resistant Backpack, Waterproof Laptop Backpack by Under Armour. Category: Outlet. Rated 4.5 stars. Shop: https://www.amazon.ae/dp/B07Z7C6TTZ",published,https://m.media-amazon.com/images/I/71BGyNvtKtL._AC_UL320_.jpg,500,,,,,,,Under Armour,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMV4TVBZMVN66BK59X72,ptag_01KCC4HFF7RAYGFAQTPC65C5T1,TRUE,B07Z7C6TTZ,,"Unisex Hustle 4.0 Water Resistant Backpack, Waterproof Laptop Backpack",B07Z7C6TTZ,B07Z7C6TTZ,FALSE,TRUE,500,,,,,,,Under Armour,126.04,137.00,Variant,Default,https://m.media-amazon.com/images/I/71BGyNvtKtL._AC_UL320_.jpg,
,clark-men-watch-analog-b0cbsdxjs3,"CLARK Men Watch, Analog",Tommy Hilfiger,"CLARK Men Watch, Analog by Tommy Hilfiger. Category: Outlet. Rated 4.4 stars. Shop: https://www.amazon.ae/dp/B0CBSDXJS3",published,https://m.media-amazon.com/images/I/715-EIVnQ5L._AC_UL320_.jpg,500,,,,,,,Tommy Hilfiger,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMV4TVBZMVN66BK59X72,ptag_01KCC4HEXEQBCXSAZH24SZ2MGJ,TRUE,B0CBSDXJS3,,"CLARK Men Watch, Analog",B0CBSDXJS3,B0CBSDXJS3,FALSE,TRUE,500,,,,,,,Tommy Hilfiger,334.88,364.00,Variant,Default,https://m.media-amazon.com/images/I/715-EIVnQ5L._AC_UL320_.jpg,
,pro-mens-wicking-good-hoodie-hooded-sweatshirt-b07y32pkcr,PRO mens Wicking Good Hoodie Hooded Sweatshirt,Timberland PRO,PRO mens Wicking Good Hoodie Hooded Sweatshirt by Timberland PRO. Category: Outlet. Rated 4.6 stars. Shop: https://www.amazon.ae/dp/B07Y32PKCR,published,https://m.media-amazon.com/images/I/51ablnW+xeL._AC_UL320_.jpg,500,,,,,,,Timberland PRO,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMV4TVBZMVN66BK59X72,ptag_01KCC4HNS1HXHBGRGV3P0T49QM,TRUE,B07Y32PKCR,,PRO mens Wicking Good Hoodie Hooded Sweatshirt,B07Y32PKCR,B07Y32PKCR,FALSE,TRUE,500,,,,,,,Timberland PRO,48.94,53.20,Variant,Default,https://m.media-amazon.com/images/I/51ablnW+xeL._AC_UL320_.jpg,
,ultra-flex-statements-womens-sneaker-b074bz6s3x,Ultra-Flex - Statements Womens Sneaker,Skechers,Ultra-Flex - Statements Womens Sneaker by Skechers. Category: Outlet. Rated 4.6 stars. Shop: https://www.amazon.ae/dp/B074BZ6S3X,published,https://m.media-amazon.com/images/I/71GVMvowm8L._AC_UL320_.jpg,500,,,,,,,Skechers,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMV4TVBZMVN66BK59X72,ptag_01KCC4HFK9F77AJQZR0J16K004,TRUE,B074BZ6S3X,,Ultra-Flex - Statements Womens Sneaker,B074BZ6S3X,B074BZ6S3X,FALSE,TRUE,500,,,,,,,Skechers,163.51,177.73,Variant,Default,https://m.media-amazon.com/images/I/71GVMvowm8L._AC_UL320_.jpg,
,luxury-men-sports-watches-waterproof-quartz-gold-big-face-date-clock-b07czf1f8h,Luxury Men Sports Watches Waterproof Quartz Gold Big Face Date Clock,Naviforce,Luxury Men Sports Watches Waterproof Quartz Gold Big Face Date Clock by Naviforce. Category: Outlet. Rated 4.4 stars. Shop: https://www.amazon.ae/dp/B07CZF1F8H,published,https://m.media-amazon.com/images/I/71KiKijMnCL._AC_UL320_.jpg,500,,,,,,,Naviforce,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMV4TVBZMVN66BK59X72,ptag_01KCC4HNV1672BNS7YPV14ERFF,TRUE,B07CZF1F8H,,Luxury Men Sports Watches Waterproof Quartz Gold Big Face Date Clock,B07CZF1F8H,B07CZF1F8H,FALSE,TRUE,500,,,,,,,Naviforce,65.32,71.00,Variant,Default,https://m.media-amazon.com/images/I/71KiKijMnCL._AC_UL320_.jpg,
,lexington-watch-for-men-chronograph-movement-with-stainless-steel-or-leather-strap-b009dfa43q,"Lexington Watch for Men, Chronograph movement with Stainless steel or Leather strap",Michael Kors,"Lexington Watch for Men, Chronograph movement with Stainless steel or Leather strap by Michael Kors. Category: Outlet. Rated 4.6 stars. Shop: https://www.amazon.ae/dp/B009DFA43Q",published,https://m.media-amazon.com/images/I/61kkRpPFi7L._AC_UL320_.jpg,500,,,,,,,Michael Kors,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMV4TVBZMVN66BK59X72,ptag_01KCC4HNX6XCZ32ZA1ZZE89HWV,TRUE,B009DFA43Q,,"Lexington Watch for Men, Chronograph movement with Stainless steel or Leather strap",B009DFA43Q,B009DFA43Q,FALSE,TRUE,500,,,,,,,Michael Kors,337.93,367.31,Variant,Default,https://m.media-amazon.com/images/I/61kkRpPFi7L._AC_UL320_.jpg,
,casual-womens-steel-bead-bracelet-2780342-b08jztg966,CASUAL WOMENS STEEL BEAD BRACELET - 2780342,Tommy Hilfiger,CASUAL WOMENS STEEL BEAD BRACELET - 2780342 by Tommy Hilfiger. Category: Outlet. Rated 4.3 stars. Shop: https://www.amazon.ae/dp/B08JZTG966,published,https://m.media-amazon.com/images/I/61dYNSqIvlL._AC_UL320_.jpg,500,,,,,,,Tommy Hilfiger,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMV4TVBZMVN66BK59X72,ptag_01KCC4HEXEQBCXSAZH24SZ2MGJ,TRUE,B08JZTG966,,CASUAL WOMENS STEEL BEAD BRACELET - 2780342,B08JZTG966,B08JZTG966,FALSE,TRUE,500,,,,,,,Tommy Hilfiger,94.76,103.00,Variant,Default,https://m.media-amazon.com/images/I/61dYNSqIvlL._AC_UL320_.jpg,
,invicta-pro-diver-scuba-stainless-steel-men-s-quartz-watch-b003krp0p0,Invicta Pro Diver - Scuba Stainless Steel Men's Quartz Watch,Invicta,Invicta Pro Diver - Scuba Stainless Steel Men's Quartz Watch by Invicta. Category: Outlet. Rated 4.6 stars. Shop: https://www.amazon.ae/dp/B003KRP0P,published,https://m.media-amazon.com/images/I/717Y13CZS0L._AC_UL320_.jpg,500,,,,,,,Invicta,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMV4TVBZMVN66BK59X72,ptag_01KCC4HNZ18RMZ7TQ2MR1P3WYP,TRUE,B003KRP0P0,,Invicta Pro Diver - Scuba Stainless Steel Men's Quartz Watch,B003KRP0P0,B003KRP0P0,FALSE,TRUE,500,,,,,,,Invicta,513.21,557.84,Variant,Default,https://m.media-amazon.com/images/I/717Y13CZS0L._AC_UL320_.jpg,
,womens-women-shopping-bag-handbags-b0ctmtxv6j,Womens Women Shopping Bag Handbags,Lacoste,Womens Women Shopping Bag Handbags by Lacoste. Category: Outlet. Rated 5.0 stars. Shop: https://www.amazon.ae/dp/B0CTMTXV6J,published,https://m.media-amazon.com/images/I/71q581mOARL._AC_UL320_.jpg,500,,,,,,,Lacoste,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMV4TVBZMVN66BK59X72,ptag_01KCC4HKXQ693Y2GHP97X8PX88,TRUE,B0CTMTXV6J,,Womens Women Shopping Bag Handbags,B0CTMTXV6J,B0CTMTXV6J,FALSE,TRUE,500,,,,,,,Lacoste,387.87,421.60,Variant,Default,https://m.media-amazon.com/images/I/71q581mOARL._AC_UL320_.jpg,
,justice-league-logos-enamel-collector-pins-set-of-4-one-size-enamel-one-size-enamel-b07mz3xd7s,"Justice League Logos Enamel Collector Pins | Set of 4, One Size, enamel, One Size, enamel",DC Comics,"Justice League Logos Enamel Collector Pins | Set of 4, One Size, enamel, One Size, enamel by DC Comics. Category: Outlet. Rated 4.6 stars. Shop: https://www.amazon.ae/dp/B07MZ3XD7S",published,https://m.media-amazon.com/images/I/71ISY5ufDsL._AC_UL320_.jpg,500,,,,,,,DC Comics,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMV4TVBZMVN66BK59X72,ptag_01KCC4HP0W836AX6H8NSYSG93E,TRUE,B07MZ3XD7S,,"Justice League Logos Enamel Collector Pins | Set of 4, One Size, enamel, One Size, enamel",B07MZ3XD7S,B07MZ3XD7S,FALSE,TRUE,500,,,,,,,DC Comics,46.00,50.00,Variant,Default,https://m.media-amazon.com/images/I/71ISY5ufDsL._AC_UL320_.jpg,
,blue-oxidized-silver-alloy-base-metal-modern-fusion-chandbali-earring-for-women-and-girls-b07mccn1yy,Blue Oxidized silver Alloy Base Metal Modern Fusion Chandbali Earring for Women and Girls,YELLOW CHIMES,Blue Oxidized silver Alloy Base Metal Modern Fusion Chandbali Earring for Women and Girls by YELLOW CHIMES. Category: Outlet. Rated 3.8 stars. Shop: https://www.amazon.ae/dp/B07MCCN1YY,published,https://m.media-amazon.com/images/I/61oBFyeDTdL._AC_UL320_.jpg,500,,,,,,,YELLOW CHIMES,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMV4TVBZMVN66BK59X72,ptag_01KCC4HNKCXWZR4RB45QGZNTE0,TRUE,B07MCCN1YY,,Blue Oxidized silver Alloy Base Metal Modern Fusion Chandbali Earring for Women and Girls,B07MCCN1YY,B07MCCN1YY,FALSE,TRUE,500,,,,,,,YELLOW CHIMES,9.20,10.00,Variant,Default,https://m.media-amazon.com/images/I/61oBFyeDTdL._AC_UL320_.jpg,
,india-leather-men-wallet-blue-b08h59pcc4,India Leather Men Wallet (Blue),NAPA HIDE,India Leather Men Wallet (Blue) by NAPA HIDE. Category: Outlet. Rated 4.1 stars. Shop: https://www.amazon.ae/dp/B08H59PCC4,published,https://m.media-amazon.com/images/I/91ZdSZlXryL._AC_UL320_.jpg,500,,,,,,,NAPA HIDE,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMV4TVBZMVN66BK59X72,ptag_01KCC4HP2SYGN4NYK4M5P1BPVP,TRUE,B08H59PCC4,,India Leather Men Wallet (Blue),B08H59PCC4,B08H59PCC4,FALSE,TRUE,500,,,,,,,NAPA HIDE,15.51,16.86,Variant,Default,https://m.media-amazon.com/images/I/91ZdSZlXryL._AC_UL320_.jpg,
,32s4sj6c7p001-lg-ew-soft-king-leather-crossbody-bag-brown-b0crr3gqqm,"32S4SJ6C7P001 LG EW Soft King Leather Crossbody Bag, Brown",Michael Kors,"32S4SJ6C7P001 LG EW Soft King Leather Crossbody Bag, Brown by Michael Kors. Category: Outlet. Rated 5.0 stars. Shop: https://www.amazon.ae/dp/B0CRR3GQQM",published,https://m.media-amazon.com/images/I/51W5J6VVevL._AC_UL320_.jpg,500,,,,,,,Michael Kors,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMV4TVBZMVN66BK59X72,ptag_01KCC4HNX6XCZ32ZA1ZZE89HWV,TRUE,B0CRR3GQQM,,"32S4SJ6C7P001 LG EW Soft King Leather Crossbody Bag, Brown",B0CRR3GQQM,B0CRR3GQQM,FALSE,TRUE,500,,,,,,,Michael Kors,185.02,201.11,Variant,Default,https://m.media-amazon.com/images/I/51W5J6VVevL._AC_UL320_.jpg,
,valentoria-mens-large-long-leather-clutch-hand-bag-wallet-purse-travel-passport-business-cell-phone-holster-credit-card-holder-case-for-dad-husband-brown-b081vtrdrs,Valentoria Mens Large Long Leather Clutch Hand Bag Wallet Purse Travel Passport Business Cell Phone Holster Credit Card Holder Case for Dad Husband (Brown),Valentoria,Valentoria Mens Large Long Leather Clutch Hand Bag Wallet Purse Travel Passport Business Cell Phone Holster Credit Card Holder Case for Dad Husband (Brown) by Valentoria. Category: Outlet. Rated 4.2 stars. Shop: https://www.amazon.ae/dp/B081VTRDRS,published,https://m.media-amazon.com/images/I/61v7W5-fzHL._AC_UL320_.jpg,500,,,,,,,Valentoria,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMV4TVBZMVN66BK59X72,ptag_01KCC4HP4ME6WZH52PP5JE86PY,TRUE,B081VTRDRS,,Valentoria Mens Large Long Leather Clutch Hand Bag Wallet Purse Travel Passport Business Cell Phone Holster Credit Card Holder Case for Dad Husband (Brown),B081VTRDRS,B081VTRDRS,FALSE,TRUE,500,,,,,,,Valentoria,59.80,65.00,Variant,Default,https://m.media-amazon.com/images/I/61v7W5-fzHL._AC_UL320_.jpg,
,gabbie-s-b08crzw179,Gabbie S,Kipling,Gabbie S by Kipling. Category: Outlet. Rated 4.7 stars. Shop: https://www.amazon.ae/dp/B08CRZW179,published,https://m.media-amazon.com/images/I/81y9D3Zp2tL._AC_UL320_.jpg,500,,,,,,,Kipling,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMV4TVBZMVN66BK59X72,ptag_01KCC4HP6H5BX1F6DZ280SR5Y4,TRUE,B08CRZW179,,Gabbie S,B08CRZW179,B08CRZW179,FALSE,TRUE,500,,,,,,,Kipling,224.48,244.00,Variant,Default,https://m.media-amazon.com/images/I/81y9D3Zp2tL._AC_UL320_.jpg,
,unisex-essentials-logo-gym-sack-drawstring-bag-black-white-b08bv4bs12,"Unisex Essentials Logo Gym Sack Drawstring Bag, Black/White",adidas,"Unisex Essentials Logo Gym Sack Drawstring Bag, Black/White by adidas. Category: Outlet. Rated 4.3 stars. Shop: https://www.amazon.ae/dp/B08BV4BS",published,https://m.media-amazon.com/images/I/81KX-GVpYzL._AC_UL320_.jpg,500,,,,,,,adidas,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMV4TVBZMVN66BK59X72,ptag_01KCC4HEVEYTDX8GM0ND0V5ZMQ,TRUE,B08BV4BS12,,"Unisex Essentials Logo Gym Sack Drawstring Bag, Black/White",B08BV4BS12,B08BV4BS12,FALSE,TRUE,500,,,,,,,adidas,30.36,33.00,Variant,Default,https://m.media-amazon.com/images/I/81KX-GVpYzL._AC_UL320_.jpg,
,mens-just-bowser-t-shirt-b0991hzgfk,mens Just Bowser T-Shirt,Nintendo,mens Just Bowser T-Shirt by Nintendo. Category: Outlet. Rated 4.2 stars. Shop: https://www.amazon.ae/dp/B0991HZGFK,published,https://m.media-amazon.com/images/I/510PCm+dPzS._AC_UL320_.jpg,500,,,,,,,Nintendo,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMV4TVBZMVN66BK59X72,ptag_01KCC4HP8G17GGBYSTNZ2N7H5Y,TRUE,B0991HZGFK,,mens Just Bowser T-Shirt,B0991HZGFK,B0991HZGFK,FALSE,TRUE,500,,,,,,,Nintendo,19.18,20.85,Variant,Default,https://m.media-amazon.com/images/I/510PCm+dPzS._AC_UL320_.jpg,
,mens-bifold-and-passcase-wallet-durable-bifold-wallets-available-in-multiple-leather-and-canvas-colors-and-styles-wallet-b09hn3fwh2,"mens Bifold and Passcase Wallet, Durable Bifold Wallets, Available in Multiple Leather and Canvas Colors and Styles Wallet",Carhartt,"mens Bifold and Passcase Wallet, Durable Bifold Wallets, Available in Multiple Leather and Canvas Colors and Styles Wallet by Carhartt. Category: Outlet. Rated 4.6 stars. Shop: https://www.amazon.ae/dp/B09HN3FWH",published,https://m.media-amazon.com/images/I/91DKuE6YYDL._AC_UL320_.jpg,500,,,,,,,Carhartt,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMV4TVBZMVN66BK59X72,ptag_01KCC4HPAC1N94QGB15TAG1VWR,TRUE,B09HN3FWH2,,"mens Bifold and Passcase Wallet, Durable Bifold Wallets, Available in Multiple Leather and Canvas Colors and Styles Wallet",B09HN3FWH2,B09HN3FWH2,FALSE,TRUE,500,,,,,,,Carhartt,90.16,98.00,Variant,Default,https://m.media-amazon.com/images/I/91DKuE6YYDL._AC_UL320_.jpg,
,men-s-western-short-sleeve-snap-work-shirt-b008ohhm6q,Men's Western Short Sleeve Snap Work Shirt,Wrangler,Men's Western Short Sleeve Snap Work Shirt by Wrangler. Category: Outlet. Rated 4.2 stars. Shop: https://www.amazon.ae/dp/B008OHHM6Q,published,https://m.media-amazon.com/images/I/619u4pFy+EL._AC_UL320_.jpg,500,,,,,,,Wrangler,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMV4TVBZMVN66BK59X72,ptag_01KCC4HPC9J5C63THTVTXK6GGG,TRUE,B008OHHM6Q,,Men's Western Short Sleeve Snap Work Shirt,B008OHHM6Q,B008OHHM6Q,FALSE,TRUE,500,,,,,,,Wrangler,29.29,31.84,Variant,Default,https://m.media-amazon.com/images/I/619u4pFy+EL._AC_UL320_.jpg,
,supply-co-herschel-chapter-travel-kit-black-tonal-b0c3b1k4f4,"Supply Co. Herschel Chapter Travel Kit, Black Tonal",Herschel,"Supply Co. Herschel Chapter Travel Kit, Black Tonal by Herschel. Category: Outlet. Rated 4.6 stars. Shop: https://www.amazon.ae/dp/B0C3B1K4F4",published,https://m.media-amazon.com/images/I/61AzLcT9xuL._AC_UL320_.jpg,500,,,,,,,Herschel,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMV4TVBZMVN66BK59X72,ptag_01KCC4HFNA9SCSSYZ3KEDMZ7SF,TRUE,B0C3B1K4F4,,"Supply Co. Herschel Chapter Travel Kit, Black Tonal",B0C3B1K4F4,B0C3B1K4F4,FALSE,TRUE,500,,,,,,,Herschel,79.37,86.27,Variant,Default,https://m.media-amazon.com/images/I/61AzLcT9xuL._AC_UL320_.jpg,
,women-s-mini-dynamic-crossbody-bag-b083lqy6tb,Women's Mini Dynamic Crossbody Bag,MultiSac,Women's Mini Dynamic Crossbody Bag by MultiSac. Category: Outlet. Rated 4.3 stars. Shop: https://www.amazon.ae/dp/B083LQY6TB,published,https://m.media-amazon.com/images/I/81gaO9wsAlL._AC_UL320_.jpg,500,,,,,,,MultiSac,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMV4TVBZMVN66BK59X72,ptag_01KCC4HPE8GBYG3SRDMH9YN5B5,TRUE,B083LQY6TB,,Women's Mini Dynamic Crossbody Bag,B083LQY6TB,B083LQY6TB,FALSE,TRUE,500,,,,,,,MultiSac,85.73,93.19,Variant,Default,https://m.media-amazon.com/images/I/81gaO9wsAlL._AC_UL320_.jpg,
